UID,의견_2020,의견_2021,의견_2022,의견_2023,의견_2024
3101022,,,[상반기] 많은 부분이 미진한 것이 당연하며/ 이에 따라 계속적으로 업무적 태도/ 의지/ 하고자하는 적극성 등을 교육하며/ 더 많은 그리고 높은 성장을 위한 노력 경주중에 있음아직 익숙하지 않은 업무에 대한 자신감을 주기 위해/ 더욱 효율적이고/ 새로운 방식등을 과감히 시행하도록 주문하고 있는 중임. [하반기] 아직은/ 신입사원으로서 배우고 해야 할 일들이 많은 만큼/ 차근차근 업무배우며/ 앞으로 나아간다면 매우 뛰어난 업무적 성과뿐만 아니라/ 역량적 측면에서의 성장도 기대되는 직원임.,[상반기] 기업금융 업무를 위하여 좀더 많은 지식 공부와 경험이 필요할 것으로 사료되며 그러기 위하여 좀 더 많은 시간을 기업금융에 할애할 것으로 권하며 앞으로 기대가 많이 되는 직원임. [하반기] 기업금융 업무를 위하여 좀더 많은 업무지식의 경험이 필요할 것으로 사료되며 좀 더 많은 시간을 기업금융에 할애할 것으로 권하며 앞으로 기대가 많이 되는 직원임.,[상반기] 나와 다른 생곽과 방식을 존중하며 배우며 상충되는 의견일지라도 가치있게 여기고 수용하려는 태도를 요함.                                                                                        [하반기] 경험부족과 경력부족이 단점이라 생각하기보다는 주변 동료들에게 적극적으로 다가가 배우고 간접경험을 쌓아주길 바랍니다.스스로 판단하고 본인의 결정이 맞다고 생각되어 진다면 적극적으로 의견을 개진하고 행동하는 모습을 보여줄 시기라 생각됩니다.
9401022,,,[상반기] -맡은 분야의 전문적인 지식 배양을 위한 자기계발 필요-다양한 업무 경험을 쌓기 위한 기회 부여 필요-새로운 콘텐츠 개발을 위한 보다 더 창의적이고 도전적인 마인드 필요 [하반기] -맡은 바 업무 외에 자신감 결여-본인 업무 외 다른 프로젝트에 적극적 자세가 요구됨-보다 창의적 사고 능력 배양과 기획서 작성 스킬 정체로 보다 자발적이고 적극적인 자세 요구,[상반기] -막내이다 보니 본인 의견개진에는 다소 조심스러워하는 모습이 보임-이로인해 다른 프로젝트에 적극적 태도를 어필할 필요가 있음-프로젝트를 하나 맡겨서 본인 스스로 성취감과 자신감을 키워줘야 할 필요가 있어 보임 [하반기] -시간적 여유가 없다보니 자기 개발의 시간을 주지 못한 점이 아쉬움-팀의 분위기와 과도한 업무로 인해 지치다보니 자기개발 등의 여유를 갖지 못하는 점이 아쉬움-프로젝트를 하나 맡겨서 본인 스스로 성취감과 자신감을 키워줘야 할 필요가 있어 보임,[상반기] -최근 회사가 요구하는 온라인 파트의 차별적 콘텐츠 생산에 필요한 크레이비티 능력 배양이 요구됨-다소 의존적인 경향이 있으나 책임 및 권한을 부여하여 점진적 해소 예정-업무 뿐만 아니라 팀원들간의 관계에 있어 담아두지 말고 풀 수 있는 용기도 필요해 보임 [하반기] -최근 회사가 요구하는 차별적 콘텐츠 생산에 부합할 수 있는 크레이비티 능력 배양이 필요해 보임-연차가 쌓여가는 만큼 프로젝트의 주도적인 관리 운영 기대
8401022,,,[상반기] 주어진 업무는 잘 하고 있으나 자발적으로 찾아서 하는 부분이 보완되면 본인의 생각과 의견을 더 적극적으로 표현할 수 있고/ 책임감도 느낄 수 있을 것이다. [하반기] 새로운 것을 학습하거나 가치와 문화적인 부분에 더 많이 이입이 되어 생각하는 부분에 있어서 보완이 된다면 한층 더 성장하거나 강점이 될 수 있을 것 같다.,[상반기] 본인이 노력하고 쌓는 지식에 대해 아집이 생길 수 있으므로 옳은 방향에 대해서만 고집을 피우는 건강한 성장이 될 수 있게 노력하면 좋을 것 같습니다.  [하반기] -메인 업무 외 다양한 업무 경험이 부족한 부분에 대한 적극적이 수용적인 자세 필요-논의 과정에서 주장이 강한 편으로 이는 긍정적일 수 있으나/ 과한 경우가 있어 수용적 자세가 필요해 보임,[상반기] -아직 연차가 어리기 때문에 지나치게 의존적이거나 수동적인 모습을 가끔 보이나 이는 경험이 쌓이면 자연스럽게 해소될 것으로 판단됨-부서 합류 초기 MZ스러운 모습(개인주의적 성향)이 많았으나 개선된 모습을 보이고 있음-다양한 분야의 업무에 보다 적극적인 자세 요구 [하반기] -업무 FU은 빠르지만/ 다소 꼼꼼하지 않은 부분은 개선해 나가야할 필요가 있음-온라인 영상광고 제작/유튜브 세일즈 연계 등 다양한 분야의 업무경험 증대 필요
3301022,,,[상반기] 본인의 업무 또는 맡은 분야의 전문가가 되기위하여 부족한 점을 찾아내고 더욱더 노력하며 더 높은 성장을 위해 스스로 끊임없이 노력하는 모습이 필요함 [하반기] 본인보다는 조직을 위해 필요한 것이 무엇인가를 먼저 생각하고 도움을 줄 수 있도록 행동하는 것이 필요하며/ 본인의 업무 또는 맡은 분야의 전문가가 되기 위하여 더욱더 노력하고 더 높은 성장을 위해 끊임없이 노력해야함.,[상반기] 조직을 위해 필요한 것이 무엇인가를 먼저 생각하고 도움을 줄 수 있도록 행동하는 것이 필요하며/ 본인의 업무 또는 맡은 분야의 전문가가 되기위하여 더욱더 노력하고 더 높은 성장을 위해 끊임없이 노력해야 함 [하반기] 정해지고/ 본인이 하고 있는 자기 업무 뿐만이 아니라 팀 전체적으로 하는 업무에 관심을 가지고 적극적으로 함께 하고자하는 의지가 필요해 보입니다.업무를 확장하여 성장하려는 욕심을 가지면 좋겠습니다.,[상반기] 정해지고/ 본인이 하고 있는 자기 업무 뿐만이 아니라 팀 전체적으로 하는 업무에 관심을 가지고 적극적으로 함께 하고자하는 의지가 필요해 보입니다.  [하반기] 현재 본인이 하고 있는 자기 업무 뿐만이 아니라 팀 전체적으로 하는 업무에 관심을 가지고 다른 팀원들과 적극적으로 함께 하고자하는 의지와 노력이 필요합니다.
2301022,,,[상반기] 맡은 분야 업무에 대해서는 자기개발를 통하여 업무역량을 높이는데 관심을 가져야하며  새로운 업무에 대해서는 지속적으로 학습하고  메뉴얼/ 규정등을 숙지하여 업무에 활용이 필요함.   [하반기] 업무에 최고의 전문가가 되기 위하여 지속적인 자기개발/ 새로운지식를 학습하고 업무 메뉴얼/ 업무규정등을 숙지하며 수시로 시장동햘을 파악하여 정보로 활용이 필요함.,[상반기] 1. 전반적으로 2년차 여신OP의 업무를 원활히 수행하고 있으나/ 질적 퀄리티 향상을 좀 더 고민해 주셨으면 좋겠습니다.단순한 수행완료 여부를 떠나 많은 사례들을 검토하고 비교하여 상황별 CASE를 정립해 나가는 부분도 개인역량 증진에 도움이 될 듯 합니다. 주어진 자료를 분석하고 검증하는 안목을 다양한 사례를 통해 접근해 나간다면 여신업무에 대한 역량이 한층 강화될 것으로 보여집니다. [하반기] 제반 업무수행을 위한 업무역량 확대와 함께 업무강도에 따른 상황별 대처능력/ 문제발생 시 해결방안의 강구 및 도출/ 구성원 간 팀간 협의를 통한 의사결정 등 겸비해 나간다면 좀 더 빠른 성장을 이끌어 낼 수 있을 것으로 판단됩니다.,[상반기] 정확하고 친절한 전화상담 및 고객응대를 위해 지속적인 업무 습득/ 업무 스킬 향상에 노력해주시기 바랍니다.조직의 다양한 업무에 관심 가져주시고 업무관련 자격증 취득 등 자기개발 노력 해주시기 바랍니다. [하반기] 평가기간에 보완점 별도 없음                                                                                                                                                                                                                                                                                                                     
7101022,,,[상반기] 여신업무를 시작한지 얼마 되지 않아 여신법규 및 규정에 대해 좀더 숙지할 필요가 잇으며/ 여신업무에 대한 보다 많은 경험이 필요할 것으로 보여지고 있음.  [하반기] 여신업무를 시작한지 얼마 되지 않아 여신법규 및 규정에 대해 좀더 숙지할 필요가 있으며/ 여신업무에 대한 보다 많은 경험이 필요할 것으로 보여지고 있음. ,[상반기] 여신업무를 시작한지 얼마 되지 않아 여신법규 및 규정에 대해 좀더 숙지할 필요가 있으며/ 여신업무에 대한 보다 많은 경험이 필요할 것으로 보여지고 있음.  [하반기] 여신업무를 시작한지 얼마 되지 않아 여신법규 및 규정에 대해 좀더 숙지할 필요가 있으며/ 여신업무에 대한 보다 많은 경험이 필요할 것으로 보여지고 있음. ,[상반기] 여신업무를 시작한지 얼마 되지 않아 여신법규 및 규정에 대해 좀더 숙지할 필요가 있으며/ 여신업무에 대한 보다 많은 경험이 필요할 것으로 보여지고 있음.  [하반기] 실무능력은 충분하나/ 저축은행 임직원으로서 취득 권장하는 여신심사분석사/ 신용분석사 등 자격취득 및 자기주도적 학습을 통한 경력개발에 경주하기 바람
3201022,,,[상반기] 업무에 대해 아직까지 미숙하여 미비점 보완이 필요하며/ 자발적인 경과 보고 보다는 실수에 대한 경과 보고가 더 많아 보임. 아직까지 업무경험이 미숙하나 이는 업무를 하면서 성장할 수 있을 것으로 판단됨. [하반기] 수시적인 시장동향 파악이 적은 편이며/ 목표를 만들기 위하 과정에서는 지위고하에 관계없이 본인이 생각과 의견을 적극적으로 개진하지는 못하고 있음. 또한 업무 경과를 점검하여 상사의 요청이 없어도 자발적인 경과보고도 없음. ,[상반기] 업무 경과를 주기적으로 확인하여 미비점을 보완하고/ 자발적이고 적극적인 업무처리를 당부 드립니다. 기존의 방식을 일괄적으로 따르기 보다는 새로운 시도나 방식의 고민도 함께 부탁드립니다.,[상반기] 본인이 보유한 역량에 대해 자신감있게 업무에 활용해 나간다면 좋은 성과 낼 것으로 판단 됨.                                                                                                  
5701022,,,[상반기] 전직장의 업무 스팩트럼 대비 당행의 업무 스팩트럼이 좁다 보니 빠른 적응과 더불어 기존 프로세스 수행을 넘어 개선점 보완 등 실질적인 업무 개선 도출되도록 실행해야 함. [하반기] 짧은 당사 근무기간동안 높은 업무 수행이력으로 고생하고 있으나/ 보다 높은 업무 관여도를 바탕으로 직책자 부재를 충실히 커버할수 있으리라 기대함.,[상반기] 당사 자금 유출입 등 유관부서와 넓은 교류관계를 갖추길 기대함.                                                                                                                                                        [하반기] 자금총괄업무자로서 직원들의 교육이나 전체적인 업무에 대한 정보공유를 지속적으로 하였으면 좋겠습니다.건강유지를 위한 체력단련이 필요할것으로 생각합니다.,[하반기] 업무 진행 시 회사의 업무진행상황과 방향성에 보다 많은 관심을 기울일 필요가 있습니다. 회사의 전략과 방향성에 맞추어 업무진행 및 개선을 추구한다면 보다 높은 업무 성과가 기대됩니다.
8701022,,,[상반기] 본인의 업무에 대한 성과를 향상시키기 위해 방안을 지속적으로 강구하고 업무뿐만 아니라 조직의 업무 진행상황과 성과에 항상 관심을 기울일 필요가 있음 [하반기] 본인의 업무에 대한 성과를 향상시키기 위해 방안을 지속적으로 강구하고 업무의 마감일을 지키며/ 업무뿐만아니라 조직의 업무 진행상황과 성과에 항상 관심을 기울일 필요가 있음,[상반기] 본인의 업무에 대한 성과를 향상시키기 위해 방안을 지속적으로 강구하고 마감일을 지키고/ 업무뿐만 아니라 조직의 업무 진행상황과 성과에 항상 관심을 기울일 필요가 있음 [하반기]  단순 데이터 처리에서 벗어나 데이터를 활용하여 정보를 뽑아내는/ 업무의 부가가치를 높일 필요 있음. 책임자로서 동료 혹은 후배와 co-worl할 필요 있음,[상반기] - 본인업무 뿐만 아니라 팀 업무에도 관심을 가지고 의견 개진한다면 더욱 시야를 넓힐 수 있을 것으로 판단- 업무분담시 적극적으로 참여한다면/ 본인 업무 범위 향상을 이룰 수 있을 것으로 판단 [하반기] - 업무범위를 향상시키기 위해 본인이 맡은 업무외에도 적극적으로 수행한다면/ 더욱 성장할 것으로 판단함
2801022,,,[상반기] 개인이 갖고 있는 생각과 의견을 조금더 마음 편히 개진할 수 있도록 자신감을 회사 생활에 임한다면 더 훌륭한 인재로 성장할 것으로 기대하고 있습니다. [하반기] 본인의 성품 자체가 선하다 보니/ 본인이 주도적으로 업무를 추진했음에도 다른 사람이 반대의견을 개진할시 조금은 배려하고 양보하는 모습이 있음. 향후에는 조금더 자신감을 갖고 의견을 개진해준다면 더 좋을 것 같습니다.,[상반기] 조금더 강력하고/ 명확하게 본인이 갖고 있는 의견이나 주장을 피력한다면 그룹 및 계열사의 이슈매니지먼트 담당자로서 더큰 성장을 할 수 있을 것이라 생각합니다. [하반기] 글쓰기/ 정무적 판단/ 이슈대응력 등 현재 연차 대비해 부서원으로서 부족한 부분은 딱히 없습니다. 굳이 한가지 꼽자면 지금보다 조금더 업무몰입도를 낮추고/ 주변 사람들에게 조금만 더 친절하게 응대해 준다면 더욱더 인정받고 사랑받는 직장으로서 성장/ 발전해 나갈 것이라 생각합니다.,[상반기] 업무적 전문성 발휘 뿐만 아니라/ 더 폭넓은 커뮤니케이션 및 네트워킹 구축해 나간다면 더 훌륭한 인재로 더욱더 성장 발전할 수 있을 것으로 기대됨. [하반기] 업무적 커뮤니케이션 스킬이나/ 필요 역량/ 정무적 판단 등은 타의 추종을 불허할 만큼 부족한 부분 없이 탁월한 수준을 겸비하고 있습니다. 다만/ 업무적으로 때론 냉정함을 유지해 일부 사람으로부터 간혹 딱딱하다는 인상을 주는데 보완한다면 한결 좋은 평판을 들을 수 있을 듯 합니다.
3801022,,,[상반기] 본인의 경험에 다소 치중하여 새로운 시각이 필요할때 다소 놓치는 부분이 있음. 다양한 사고와 시각을 기른다면 더 나은 성과를 발휘할 수 있다고 판단됨. [하반기] 스토리 보드 작성능력은 있으나 세부 프로세스에 대해 놓치는 부분이 일부 있음기획 업무 시 그룹사 내부 벤치 마킹에 대한 부분이 약함본인 업무에대한  공유하는 습관을 가질 필요가 있음,[상반기] 팀원가 소통이 원할 하지 않음주어진 업무만 수행하고/ 프로세스 작성에 꼼꼼함이 부족함주도적으로 업무 진행 능력이 부족함기획 업무를 하기 위해서는 더 많은 노력이 필요함근태 관리에 소홀함,[상반기] 업무 추진시 사소한 실수로 놓치는 부분이 있으나 신중하고 꼼꼼히 체크하는 업무 습관을 기른다면 충분히 더 좋은 성과를 낼 수있으리라 판단됨                
5801022,,,[상반기] 팀원들과의 소통이 다소 부족하다고 판단되며/ 지속적은 의사표출을 할수 있도록 대화를 유도하여 보안운영팀의 일원으로 협업할수 있도록 노력이 필요해 보입니다. [하반기] 보안에서 필요한 보안에 대한 능력도 중요하지만 개발/테스트 관련 외주 개발자 및 내부 개발자가 지켜야할 보안에 대해서 지속적으로 개발자들과 대화할 필요가 있습니다.,[상반기]  개발/테스트 관련 외주 개발자 및 내부 개발자가 지켜야할 보안에 대해서 지속적으로 개발자들과 대화할 필요고 있으며 개발보안에 대해서 적극적으로 지식습득이 필요할것 같습니다. [하반기] 내부 개발자가 지켜야할 보안에 대해서 더 강력하고 지속적은 정책을 적용할수 있는 방향 제시 능력이 필요할것 같습니다.그룹사 전반적인 취약점 개선을 위해 노력을 위해 지속적인 정보습득이 필요할것 같습니다.,[상반기] 기존의 익숙한 방식을 고집하지 않고 보다 더 새롭고 휴율적인 방법을 모색하고 실천하고 있으며 나와 다른 생각과 방식을 존중하고 협업하여 효과적인 성과가 이루어질수 있도록 하고 있음 [하반기] 새로운 업무를 담당하더라도 끊임없이 노력하는 모습을 보여주고 있으며/ 빠르게 생성되는 신기술에 대해 지식을 습득하는 노력이 추가적으로 필요할 것으로 판단됨
1002022,,,[상반기] 프로젝트내 주어진 자기 업무범위안의 안정적 결과보다는 프로젝트의 성공에 대한 책임감을 가지고 탁월한 성과를 추구하는 적극적인 면을 필요로 합니다.팀내 UX디자이너로서 자기 위치에 대한 자신감을 좀더 가질 필요가 있습니다. [하반기] 조연주대리님은 팀의 중간리더 입니다. 우리 팀은 다양한 직군으로 구성된 팀으로서 업무 분야별로 분업화된 조직구성 입니다. 그렇기에 개별 업무들이 맞물리어 하나의 업무적 결과물을 내놓와야 하는 특성상/ 팀원들간의 업무적 시너지가 중요한 팀 입니다. 팀의 중간리더로서 조연주대리님에게 부탁드리고 싶은 점은/ 팀원들간의 업무적 시너지 그리고 팀의 성과를 도모하기 위해 중간리더로서의 조연주대리님의 확장된 업무적 시야/ 책임감을 좀더 요청 드리고 싶습니다. 조연주 대리님은 좋은 업무적 책임감과 더불어 좋은 커뮤니케이션 역량을 가지고 계신 분이라 충분히 가능 하리라 믿어 의심치 않습니다. 저 또한 조연주 대리님에게 도움이 되도록 노력 하겠습니다.,[상반기] - 팀의 중간리더로서 자각과 팀원들의 업무에 더 많은 관심을 가질 필요가 있음- 프로젝트 진행시 본인 업무영역 외적으로 본인의 다양한 의견을 적극적으로 개진 할 필요가 있음 [하반기] 팀의 팀원들과 협업되는 업무 수행중/ 주도적인 본인 의견을 좀더 개진 해야 할 필요가 있어 보입니다. 특히 팀의 중간리더로서의 역활과 본인직무상 실개발 접점에서 디자인과 개발의 교두보(bridgehead) 역활 직무로/ 실제 팀의 디자이너팀원들에게 업무 수행 가이드를 주는 역활임을 좀더 자각하여/ 본인 의견 개시시 주도적으로 좀더 주도적으로 필역할 할요가 있다고 보여 집니다.,[상반기] 조직내 중간 리더로서 프로젝트 및 업무적으로 협업 동료들을 이끄는 추진력이 필요합니다.좀더 본인의 뚜렷한 자기 의견개진의 의지를 보여줄 필요가 있다고 보여 집니다. [하반기] 팀내 중간 리더로서의 위치에 대한 스스로의 자각이 좀더 필요해 보입니다.팀의 좋은 성과는 본인과 팀원들의 성과 임을 정확히 인지 하고/ 이를 위해 프로젝트를 이끄는 리더로서의 이성적인 냉정함이 필요합니다.
7002022,,,[상반기] 인사는 관리적인 측면의 업무속성과 지원/서비스 측면의 업무속성을 모두 가지고 있다고 생각합니다. 의사결정을 할 때에 이 두 부분이 상충되는 경우가 있을 수 있는데 상충되는 경우가 아니라면 늘 우리의 고객인 임직원에게 더 좋은 지원을 할 수 있을지에 포커싱하는게 좋겠습니다. 응원하겠습니다. [하반기] 새로운 업무방식과 새로운 시각으로 회사와 조직을 바라보는 자세가 필요합니다. 기존의 방식과 사고의 틀을 가지고 새로운 것을 기획하고 개선하는 것은 매우 어렵습니다. 생각의 전환과 넓은 시야로 바라보는 자세를 견지한다면 더욱 좋은 성과를 낼 수 있을 것입니다.,[상반기] * 맡은 업무에서 충분한 업무역량을 발휘하고 있습니다. 앞으로 인사관련 다양한 업무로 직무가 바뀔 수 있습니다. 맡은 직무 외 다른 인사관련 직무에 대한 지식도 쌓을 수 있도록 합시다.,
1102022,,,[상반기] ▷ 2022.02월 당 사 입사 후 그룹의 가치관을 익혀나가고 있습니다. ▷ 그룹사의 다양한 직군과 업무 범위/ 히스토리 등을 알아나가면 조직에 대한 이해도가 점차 높아질 것이라 사료됩니다. [하반기] ▷ 입사 후 지금까지 보여주셨던 것 처럼 앞으로도 본인의 경력을 살려 컨설팅 심사를 통한 영업점 육성 및 부서원 간 다양한 노하우 공유 부탁드립니다.,[상반기] - 후배 심사역 및 영업점 육성을 위한 피드백 방법과 원활한 문제해결 방식에 대한 노하우 공유 부탁드립니다.- 부서발전을 위한 다양한 의견개진 부탁드립니다. [하반기] 팀장 승격('23.08)이후 팀원들의 업무업량 제고에 역량을 집중하고 있음. 향후에는 심사부 內 다른 팀의 업무진행 현황 및 IB업무에도 역량을 효율적으로 사용할 필요성 有.,[상반기] 팀장 승격('23.08)이후 팀원들의 업무업량 제고에 역량을 집중하고 있으며 Coaching능력 매우 우수하며 팀운영 능력 매우 우수함. 여심심사2팀에서 전담하고 있는 IB심사업무에도 역량 활용 필요. 
0102022,,,[상반기] 경력직 입사임에도 불구하고/ 실 업무를 수행하기 위한 업무역량을 다 갖추고 있다고 할 수는 없으나/ 부족한 부분을 보완하기 위해 현재도 꾸준한 노력을 하고 있으며/ 실 업무에 대한 경험을 쌓으면서 계속 발전시켜야할 필요가 있음. 업무방식에 대해 법률/규정 등의 근거를 바탕으로 실 경험과 타사 모니터링을 통하여 업무프로세스 개선 등의 업무효율화를 위한 노력이 필요함. 또한 기존 업무방식의 유지보다는 회사와 고객을 최우선하는 마인드로 업무방식의 개선도 고려할 필요가 있음  [하반기] 업무 지시에 의한 업무 진행보다는 본인이 맡은 업무에 대해 주도적으로 업무를 개선하고 추진하려는 노력이 필요함.  법률/ 규정 등을 근거로 하여 업무에 대한 전문성에 대한 보완이 필요하며/ 회사 전반에 대한 조직 및 규정 등에 대한 이해도 필요함.  ,[상반기] 업무에 대한 현황 파악 및 분석을 통한 효율적인 업무 진행이 필요하며/ 업무계획 수립을 통한 일정관리에 대한 보완이 필요함. 현재 부족한 기획력/실행력 등의 업무역량 향상을 위한 교육 참여 등의 적극적인 노력이 필요함.  [하반기] 본인이 담당하고 있지 않은 업무에 대해서도 관심을 좀 더 기울일 필요가 있으며/ 저축은행 실무/ 관련 업무 지식에 함양에 있어서도 계속 노력할 필요 있음.,[상반기] 팀내 훌륭한 역량을 가진 직원임에도 본인 업무 외 다른 업무에 크게 관심을 가지지 않아 업무 확장성이 아쉬움. 원팀의 정신으로 타 직원을 적극적으로 지원하고 다양한 업무를 경험하여 본인의 업무적 가치를 좀 더 높일 필요 있음 [하반기] 본연의 업무를 성실히 완수하고 있으나 다양한 업무의 확장성을 위해서는 다른 직원들과의 업무에도 관심을 갖고 더욱 적극적으로 원팀의 정신을 발취하여 본인의 업무역량과 가치를 높일 필요성이 있음 
4102022,,,[상반기] - 금융환경의 변화 및 새로운 상품에 대한 관심 증대로 미래에 대한 대응력을 향상시킬 필요가 있음- 다양한 각도에서 문제점을 파악하고 해결책을 제시할 필요가 있음 [하반기] -금융환경의 변화 및 새로운 상품에 대한 지속적인 관심으로 미래에 대한 대응력을 향상시킬 필요가 있음-다양한 각도에서 문제점을 파악하고 해결책을 제시할 필요가 있음,[상반기] 다양한 시각에서 문제점을 파악하고 해결책을 제시할 필요가 있음금융환경의 변화에 따른 계약구조 및 상품 변화에 관심을 갖고 이에 대한 대응력을 제고할 필요가 있음,
0202022,,,[상반기] 아직 입사한지 3개월 정도루 특별한 보완점은 없어 보임/ 입사전에 자전거 및 농구 등 다양한 운동으로 스트레스를 푼다고 했는데/ 입사후에는 스트레스 해소 방법이 없어 취미를 가질 필요가 있음 [하반기] 아직 개별적인 전문 분야에 대한 지식을 넓히고 있으며/ 서로간의 연관 관계에 대해서는 보다 시간을 갖고 알아가야 할 것 같습니다.항상 자신감 갖고 업무에 대해도록 가이드 하고 잇습니다.,[상반기] 별다른 보완 점은 없으나/ 모든 업무에 대해서 경/중 혹은 빨리 진행이 필요한 업무 등 우선순위를 정하는 방법에 대해서 가이드가 필요 할 것 같습니다.  [하반기] 본인의 해왔던 업무에 대해서 익숙하여/ 새로운 업무의 할당에 대해서는다소 보수적으로 접근하는 경향이 보이는데/ 이러한 점에 대해서 보완을 해야 할것으로 보여집니다.좀더 진취적으로 업무에 접근할 필요성이 보입니다.,[상반기] 특별하게 보완할 부분은 없어 보이며/ 클라우드 및 쿠버네티스 등 가상화 네트워크 기술에 대해서 관심이 많아 해당 교육들 받을 수 있도록 지원할 예정 입니다. [하반기] 별다른 보완점은 없으며/ 현재 혼자서 자취생활을 하고 있어서 개인의 건강 등 항상 체크하고 있습니다.회사일도 중요하지만 다른 취미나 즐거움도 찾을 수 있도록 가이드 하겠습니다.
9002022,,,[하반기] 개인역량 제고를 위한 관여도가 높은 상황이나 세세한 부분까지 꼼꼼함이 필요함.                                                                                                    ,[상반기] 급격히 가중되는 업무 로드에도 스스로 잘 다독이며 업무 완수하여왔음. 긍정적 이미지 트레이닝으로 정서적 자긍심 강화 제고 필요(지금까지도 충분히 잘해 왔어요~!!),[상반기] 운용업무에 대한 관심과 학습이 필요할 것으로 보임. 본인이 해보지 않았던 일에 대해 스스로 해보고자 하나 아직 의존하는 모습이 보임운용업무를 위해 금융시장에 대한 관심이 더 필요할 것으로 보임 [하반기] 금융상품에 대한 지식과 금융시장에 대해 분석하는 업무 역량에 있어서는 부족한 부분이 있음. 상위 업무에 대한 기획 및 보고서 작성부터 실제 운용까지 필수적인 역량으로 더 노력할 필요가 있음.
4004022,,,[하반기] 진현지님/ 회사는 회사가 원하는 인재상이 있으며 그 인재는 회사가 추구하는 가치에 기반한 인재 상 입니다. 진현지님은 2022년 신입사원으로서 아직은 우리회사 그리고 현재 속해진 팀의문화에 대한 경험이 많치는 않습니다. 진현지님은 OK맨으로서 성장 단계에 있으며 이는 너무도 당연 합니다. 허나 그간 진현지님이 보여준 자기 업무에 대한 무한 책임감으로 앞으로 참여하게될 다양한 업무들을 통해 그에 맞는 경험을 쌓아/ 회사가 그리고 팀이 원하는 멋진 OK맨의 인재로 성장하리라 믿어 의심치 않습니다. 저 또한 응원하며 도움을 아끼지 않을 것을 약속 드립니다.,[상반기] - 업무에 대해 책임감이 많이 강하다 보니 필요시 주위 도움 요청에 대한 소극적인 모습이 보입니다. 좋은 결과물을 만들어가기 위해선 주위를 통한 필요한 도움을 받아 자기 것으로 만드는 적극적인 자세가 좀 더 필요합니다. [하반기] 업무 진행시 본인의 의견을 좀더 필역하여 업무를 주도적으로 진행 시키는 부분이 필요하다고 봅니다. 업무를 대하는 면에서 좀더 능동적으로 다양한  본인 의견을 필역하여 예측 결과 이상으로 결과치 목표를 좀더 크게 본인스스로 가지는 것을 권장 합니다.,[상반기] 좀더 본인 직무에 대한 자긍심이 필요합니다.결과 완결에 대한 집착 보다는 치열한 과정에서의 좋은 경험과 긍정적인 면을 볼려고하는 넓은 시야가 필요합니다. [하반기] 팀과 본인이 하나임을 좀더 인식할 필요가 있습니다.진현지님은 이제 경력자로서 팀내에서 본인의 역활을 스스로 성장 시키셔야 할 시기입니다.팀이 추구하는 좋은 성과를 낸다는 것이 본인의 성과로 연결 되어짐을 정확히 인식하여 본인의 역활과 위치를 한층더 성장시키셔야 합니다.
5204022,,,[하반기] 본인 전공의 데이터베이스 엔지니어로 성장하기 위해 다양한 기술에 대한 자기개발에 힘써주면보다 더 나은 엔지니어로 성장할 수 있을 것으로 보입니다.,[상반기] 나는 주기적으로 업무 경과를 점검하여 미비점을 보완하고/ 상사의 요청이 없어도 자발적으로 경과 보고를 한다.                                                                                                                                 [하반기] 새롭게 도전하는 Database에 대해서도/ 기존에 받아들여 했던것처럼 관심과 열정을 가지고 파고 들어어떠한 Database 라고 전문가가 될 수 있도록 보완해야 할것으로 보여집니다.,[상반기] 나는 내/외부 고객이 현재 만족하더라도 고객가치 및 성과를 향상시키기 위한 방안을 지속적으로 강구한다.나는 내가 맡은 분야에서 최고 전문가가 되기 위해 적극적으로 새로운 지식 및 기술을 학습한다. [하반기] 나는 내가 가치 있다고 여기는 것이 훼손되지 않도록 생각에만 그치지 않고/ 실천하고 행동한다.
5005022,,,[하반기] 나의 행동이 회사의 행동이라고 여기고/ 회사를 대표하는 마음으로 업무를 수행한다. 나의 업무뿐만 아니라 회사/조직/팀의 업무 진행상황과 성과에 항상 관심을 기울인다.,[상반기] 조직이 내게 기대하는 역할과 책임을 분명히 알고 있고/ 그에 맞게 행동한다목표달성이나 성공에 안주하지 않고 더 높은 성장을 위해 끊임없이 노력하고 고민한다,
1305022,,,[하반기] 팀원들과 더 많은 의사소통을 할 수 있도록 해주고/ 차세대프로젝트를 진행하며 회의 의사결정에 적극적으로 먼저 행동해줬으면 하는 부분이 보완되었으면 합니다. ,[상반기] 차세대 오픈 이후에도 채권양수도 등 계속되는 일정으로 평일 주말 할것없이 바쁘게 생활하고 있지만다른 업무 영역도 빨리 적응 할 수 있도록 노력해 주시기 바랍니다. [하반기] 1. 보다 적극적인 의견을 내세우는 모습이 필요해 보임.                                                                                                                                                    ,[상반기] 1. 계획을 세우고 업무를 처리하는 모슴이 종더 필요함/ 과중한 업무로 인하여 바로 앞에 닥친업루를 처리하이 바쁨                                                                                            [하반기] 1. 계획을 세우고 업무를 처리하는 모습이 조금더 필요함/ 과중한 업무로 인하여 바로 앞에 닥친업루를 처리하이 바쁨    2. 담당하는 업무를 정확하게 이해하고 업무담당자들을 리딩하는 모습이 필요함
